,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
100,"tensor(24.0704, grad_fn=<SelectBackward>)","tensor(35.2187, grad_fn=<SelectBackward>)","tensor(41.3396, grad_fn=<SelectBackward>)","tensor(47.6002, grad_fn=<SelectBackward>)","tensor(52.3682, grad_fn=<SelectBackward>)","tensor(56.2993, grad_fn=<SelectBackward>)","tensor(59.4067, grad_fn=<SelectBackward>)","tensor(61.8833, grad_fn=<SelectBackward>)","tensor(63.8419, grad_fn=<SelectBackward>)","tensor(65.3908, grad_fn=<SelectBackward>)","tensor(66.6132, grad_fn=<SelectBackward>)","tensor(67.5773, grad_fn=<SelectBackward>)","tensor(68.3369, grad_fn=<SelectBackward>)","tensor(68.9351, grad_fn=<SelectBackward>)","tensor(69.4060, grad_fn=<SelectBackward>)","tensor(69.7764, grad_fn=<SelectBackward>)","tensor(70.0678, grad_fn=<SelectBackward>)","tensor(70.2968, grad_fn=<SelectBackward>)","tensor(70.4768, grad_fn=<SelectBackward>)","tensor(70.6183, grad_fn=<SelectBackward>)","tensor(70.7294, grad_fn=<SelectBackward>)","tensor(70.8166, grad_fn=<SelectBackward>)","tensor(70.8851, grad_fn=<SelectBackward>)","tensor(70.9389, grad_fn=<SelectBackward>)","tensor(70.9811, grad_fn=<SelectBackward>)","tensor(71.0142, grad_fn=<SelectBackward>)","tensor(71.0402, grad_fn=<SelectBackward>)","tensor(71.0606, grad_fn=<SelectBackward>)","tensor(71.0766, grad_fn=<SelectBackward>)","tensor(71.0892, grad_fn=<SelectBackward>)"
101,"tensor(86.4315, grad_fn=<SelectBackward>)","tensor(150.8866, grad_fn=<SelectBackward>)","tensor(192.5831, grad_fn=<SelectBackward>)","tensor(227.7097, grad_fn=<SelectBackward>)","tensor(254.4640, grad_fn=<SelectBackward>)","tensor(275.7815, grad_fn=<SelectBackward>)","tensor(292.3854, grad_fn=<SelectBackward>)","tensor(305.4522, grad_fn=<SelectBackward>)","tensor(315.6740, grad_fn=<SelectBackward>)","tensor(323.6887, grad_fn=<SelectBackward>)","tensor(329.9622, grad_fn=<SelectBackward>)","tensor(334.8752, grad_fn=<SelectBackward>)","tensor(338.7206, grad_fn=<SelectBackward>)","tensor(341.7310, grad_fn=<SelectBackward>)","tensor(344.0871, grad_fn=<SelectBackward>)","tensor(345.9313, grad_fn=<SelectBackward>)","tensor(347.3747, grad_fn=<SelectBackward>)","tensor(348.5044, grad_fn=<SelectBackward>)","tensor(349.3887, grad_fn=<SelectBackward>)","tensor(350.0808, grad_fn=<SelectBackward>)","tensor(350.6225, grad_fn=<SelectBackward>)","tensor(351.0466, grad_fn=<SelectBackward>)","tensor(351.3786, grad_fn=<SelectBackward>)","tensor(351.6384, grad_fn=<SelectBackward>)","tensor(351.8418, grad_fn=<SelectBackward>)","tensor(352.0010, grad_fn=<SelectBackward>)","tensor(352.1258, grad_fn=<SelectBackward>)","tensor(352.2233, grad_fn=<SelectBackward>)","tensor(352.2997, grad_fn=<SelectBackward>)","tensor(352.3596, grad_fn=<SelectBackward>)"
102,"tensor(92.2766, grad_fn=<SelectBackward>)","tensor(116.4772, grad_fn=<SelectBackward>)","tensor(142.3897, grad_fn=<SelectBackward>)","tensor(160.0582, grad_fn=<SelectBackward>)","tensor(174.7144, grad_fn=<SelectBackward>)","tensor(186.0234, grad_fn=<SelectBackward>)","tensor(195.0083, grad_fn=<SelectBackward>)","tensor(202.0377, grad_fn=<SelectBackward>)","tensor(207.5682, grad_fn=<SelectBackward>)","tensor(211.9028, grad_fn=<SelectBackward>)","tensor(215.3045, grad_fn=<SelectBackward>)","tensor(217.9711, grad_fn=<SelectBackward>)","tensor(220.0623, grad_fn=<SelectBackward>)","tensor(221.7018, grad_fn=<SelectBackward>)","tensor(222.9871, grad_fn=<SelectBackward>)","tensor(223.9948, grad_fn=<SelectBackward>)","tensor(224.7847, grad_fn=<SelectBackward>)","tensor(225.4039, grad_fn=<SelectBackward>)","tensor(225.8893, grad_fn=<SelectBackward>)","tensor(226.2698, grad_fn=<SelectBackward>)","tensor(226.5680, grad_fn=<SelectBackward>)","tensor(226.8017, grad_fn=<SelectBackward>)","tensor(226.9849, grad_fn=<SelectBackward>)","tensor(227.1284, grad_fn=<SelectBackward>)","tensor(227.2409, grad_fn=<SelectBackward>)","tensor(227.3291, grad_fn=<SelectBackward>)","tensor(227.3982, grad_fn=<SelectBackward>)","tensor(227.4523, grad_fn=<SelectBackward>)","tensor(227.4947, grad_fn=<SelectBackward>)","tensor(227.5279, grad_fn=<SelectBackward>)"
103,"tensor(18.8558, grad_fn=<SelectBackward>)","tensor(25.7939, grad_fn=<SelectBackward>)","tensor(31.5347, grad_fn=<SelectBackward>)","tensor(36.4485, grad_fn=<SelectBackward>)","tensor(40.3770, grad_fn=<SelectBackward>)","tensor(43.5170, grad_fn=<SelectBackward>)","tensor(45.9740, grad_fn=<SelectBackward>)","tensor(47.9055, grad_fn=<SelectBackward>)","tensor(49.4149, grad_fn=<SelectBackward>)","tensor(50.5969, grad_fn=<SelectBackward>)","tensor(51.5214, grad_fn=<SelectBackward>)","tensor(52.2452, grad_fn=<SelectBackward>)","tensor(52.8118, grad_fn=<SelectBackward>)","tensor(53.2556, grad_fn=<SelectBackward>)","tensor(53.6033, grad_fn=<SelectBackward>)","tensor(53.8757, grad_fn=<SelectBackward>)","tensor(54.0892, grad_fn=<SelectBackward>)","tensor(54.2565, grad_fn=<SelectBackward>)","tensor(54.3876, grad_fn=<SelectBackward>)","tensor(54.4903, grad_fn=<SelectBackward>)","tensor(54.5709, grad_fn=<SelectBackward>)","tensor(54.6340, grad_fn=<SelectBackward>)","tensor(54.6835, grad_fn=<SelectBackward>)","tensor(54.7223, grad_fn=<SelectBackward>)","tensor(54.7527, grad_fn=<SelectBackward>)","tensor(54.7765, grad_fn=<SelectBackward>)","tensor(54.7952, grad_fn=<SelectBackward>)","tensor(54.8098, grad_fn=<SelectBackward>)","tensor(54.8213, grad_fn=<SelectBackward>)","tensor(54.8302, grad_fn=<SelectBackward>)"
104,"tensor(394.1988, grad_fn=<SelectBackward>)","tensor(582.2564, grad_fn=<SelectBackward>)","tensor(747.4746, grad_fn=<SelectBackward>)","tensor(862.5698, grad_fn=<SelectBackward>)","tensor(952.1044, grad_fn=<SelectBackward>)","tensor(1018.6500, grad_fn=<SelectBackward>)","tensor(1069.9596, grad_fn=<SelectBackward>)","tensor(1109.1144, grad_fn=<SelectBackward>)","tensor(1139.3522, grad_fn=<SelectBackward>)","tensor(1162.6737, grad_fn=<SelectBackward>)","tensor(1180.7396, grad_fn=<SelectBackward>)","tensor(1194.7437, grad_fn=<SelectBackward>)","tensor(1205.6202, grad_fn=<SelectBackward>)","tensor(1214.0751, grad_fn=<SelectBackward>)","tensor(1220.6547, grad_fn=<SelectBackward>)","tensor(1225.7784, grad_fn=<SelectBackward>)","tensor(1229.7714, grad_fn=<SelectBackward>)","tensor(1232.8845, grad_fn=<SelectBackward>)","tensor(1235.3132, grad_fn=<SelectBackward>)","tensor(1237.2085, grad_fn=<SelectBackward>)","tensor(1238.6884, grad_fn=<SelectBackward>)","tensor(1239.8438, grad_fn=<SelectBackward>)","tensor(1240.7465, grad_fn=<SelectBackward>)","tensor(1241.4518, grad_fn=<SelectBackward>)","tensor(1242.0029, grad_fn=<SelectBackward>)","tensor(1242.4338, grad_fn=<SelectBackward>)","tensor(1242.7705, grad_fn=<SelectBackward>)","tensor(1243.0338, grad_fn=<SelectBackward>)","tensor(1243.2397, grad_fn=<SelectBackward>)","tensor(1243.4009, grad_fn=<SelectBackward>)"
105,"tensor(54.7995, grad_fn=<SelectBackward>)","tensor(91.5467, grad_fn=<SelectBackward>)","tensor(114.0198, grad_fn=<SelectBackward>)","tensor(133.2395, grad_fn=<SelectBackward>)","tensor(147.3940, grad_fn=<SelectBackward>)","tensor(158.4838, grad_fn=<SelectBackward>)","tensor(166.9677, grad_fn=<SelectBackward>)","tensor(173.5464, grad_fn=<SelectBackward>)","tensor(178.6304, grad_fn=<SelectBackward>)","tensor(182.5766, grad_fn=<SelectBackward>)","tensor(185.6404, grad_fn=<SelectBackward>)","tensor(188.0239, grad_fn=<SelectBackward>)","tensor(189.8796, grad_fn=<SelectBackward>)","tensor(191.3259, grad_fn=<SelectBackward>)","tensor(192.4539, grad_fn=<SelectBackward>)","tensor(193.3343, grad_fn=<SelectBackward>)","tensor(194.0216, grad_fn=<SelectBackward>)","tensor(194.5586, grad_fn=<SelectBackward>)","tensor(194.9783, grad_fn=<SelectBackward>)","tensor(195.3063, grad_fn=<SelectBackward>)","tensor(195.5627, grad_fn=<SelectBackward>)","tensor(195.7633, grad_fn=<SelectBackward>)","tensor(195.9202, grad_fn=<SelectBackward>)","tensor(196.0429, grad_fn=<SelectBackward>)","tensor(196.1389, grad_fn=<SelectBackward>)","tensor(196.2140, grad_fn=<SelectBackward>)","tensor(196.2728, grad_fn=<SelectBackward>)","tensor(196.3188, grad_fn=<SelectBackward>)","tensor(196.3548, grad_fn=<SelectBackward>)","tensor(196.3830, grad_fn=<SelectBackward>)"
106,"tensor(40.2919, grad_fn=<SelectBackward>)","tensor(69.7338, grad_fn=<SelectBackward>)","tensor(89.1427, grad_fn=<SelectBackward>)","tensor(104.5908, grad_fn=<SelectBackward>)","tensor(116.3695, grad_fn=<SelectBackward>)","tensor(125.4788, grad_fn=<SelectBackward>)","tensor(132.5259, grad_fn=<SelectBackward>)","tensor(137.9910, grad_fn=<SelectBackward>)","tensor(142.2328, grad_fn=<SelectBackward>)","tensor(145.5277, grad_fn=<SelectBackward>)","tensor(148.0885, grad_fn=<SelectBackward>)","tensor(150.0796, grad_fn=<SelectBackward>)","tensor(151.6285, grad_fn=<SelectBackward>)","tensor(152.8339, grad_fn=<SelectBackward>)","tensor(153.7724, grad_fn=<SelectBackward>)","tensor(154.5033, grad_fn=<SelectBackward>)","tensor(155.0728, grad_fn=<SelectBackward>)","tensor(155.5167, grad_fn=<SelectBackward>)","tensor(155.8628, grad_fn=<SelectBackward>)","tensor(156.1328, grad_fn=<SelectBackward>)","tensor(156.3434, grad_fn=<SelectBackward>)","tensor(156.5078, grad_fn=<SelectBackward>)","tensor(156.6361, grad_fn=<SelectBackward>)","tensor(156.7362, grad_fn=<SelectBackward>)","tensor(156.8145, grad_fn=<SelectBackward>)","tensor(156.8756, grad_fn=<SelectBackward>)","tensor(156.9234, grad_fn=<SelectBackward>)","tensor(156.9607, grad_fn=<SelectBackward>)","tensor(156.9898, grad_fn=<SelectBackward>)","tensor(157.0126, grad_fn=<SelectBackward>)"
107,"tensor(500.3549, grad_fn=<SelectBackward>)","tensor(804.7596, grad_fn=<SelectBackward>)","tensor(1053.7695, grad_fn=<SelectBackward>)","tensor(1229.7616, grad_fn=<SelectBackward>)","tensor(1360.3569, grad_fn=<SelectBackward>)","tensor(1458.6243, grad_fn=<SelectBackward>)","tensor(1532.6293, grad_fn=<SelectBackward>)","tensor(1589.1642, grad_fn=<SelectBackward>)","tensor(1632.3732, grad_fn=<SelectBackward>)","tensor(1665.6134, grad_fn=<SelectBackward>)","tensor(1691.2214, grad_fn=<SelectBackward>)","tensor(1711.0094, grad_fn=<SelectBackward>)","tensor(1726.3221, grad_fn=<SelectBackward>)","tensor(1738.1910, grad_fn=<SelectBackward>)","tensor(1747.4012, grad_fn=<SelectBackward>)","tensor(1754.5558, grad_fn=<SelectBackward>)","tensor(1760.1184, grad_fn=<SelectBackward>)","tensor(1764.4464, grad_fn=<SelectBackward>)","tensor(1767.8160, grad_fn=<SelectBackward>)","tensor(1770.4412, grad_fn=<SelectBackward>)","tensor(1772.4872, grad_fn=<SelectBackward>)","tensor(1774.0829, grad_fn=<SelectBackward>)","tensor(1775.3274, grad_fn=<SelectBackward>)","tensor(1776.2983, grad_fn=<SelectBackward>)","tensor(1777.0566, grad_fn=<SelectBackward>)","tensor(1777.6482, grad_fn=<SelectBackward>)","tensor(1778.1108, grad_fn=<SelectBackward>)","tensor(1778.4718, grad_fn=<SelectBackward>)","tensor(1778.7540, grad_fn=<SelectBackward>)","tensor(1778.9747, grad_fn=<SelectBackward>)"
108,"tensor(1341.2606, grad_fn=<SelectBackward>)","tensor(2068.1401, grad_fn=<SelectBackward>)","tensor(2627.8970, grad_fn=<SelectBackward>)","tensor(3046.3267, grad_fn=<SelectBackward>)","tensor(3351.7329, grad_fn=<SelectBackward>)","tensor(3583.0762, grad_fn=<SelectBackward>)","tensor(3757.0532, grad_fn=<SelectBackward>)","tensor(3889.7312, grad_fn=<SelectBackward>)","tensor(3991.0398, grad_fn=<SelectBackward>)","tensor(4068.8591, grad_fn=<SelectBackward>)","tensor(4128.7749, grad_fn=<SelectBackward>)","tensor(4175.0503, grad_fn=<SelectBackward>)","tensor(4210.8574, grad_fn=<SelectBackward>)","tensor(4238.6167, grad_fn=<SelectBackward>)","tensor(4260.1655, grad_fn=<SelectBackward>)","tensor(4276.9141, grad_fn=<SelectBackward>)","tensor(4289.9438, grad_fn=<SelectBackward>)","tensor(4300.0879, grad_fn=<SelectBackward>)","tensor(4307.9927, grad_fn=<SelectBackward>)","tensor(4314.1548, grad_fn=<SelectBackward>)","tensor(4318.9614, grad_fn=<SelectBackward>)","tensor(4322.7119, grad_fn=<SelectBackward>)","tensor(4325.6401, grad_fn=<SelectBackward>)","tensor(4327.9258, grad_fn=<SelectBackward>)","tensor(4329.7114, grad_fn=<SelectBackward>)","tensor(4331.1069, grad_fn=<SelectBackward>)","tensor(4332.1973, grad_fn=<SelectBackward>)","tensor(4333.0498, grad_fn=<SelectBackward>)","tensor(4333.7158, grad_fn=<SelectBackward>)","tensor(4334.2363, grad_fn=<SelectBackward>)"
109,"tensor(100.7218, grad_fn=<SelectBackward>)","tensor(133.3016, grad_fn=<SelectBackward>)","tensor(168.4588, grad_fn=<SelectBackward>)","tensor(191.5026, grad_fn=<SelectBackward>)","tensor(210.5969, grad_fn=<SelectBackward>)","tensor(224.5975, grad_fn=<SelectBackward>)","tensor(235.5135, grad_fn=<SelectBackward>)","tensor(243.7946, grad_fn=<SelectBackward>)","tensor(250.1927, grad_fn=<SelectBackward>)","tensor(255.1120, grad_fn=<SelectBackward>)","tensor(258.9188, grad_fn=<SelectBackward>)","tensor(261.8654, grad_fn=<SelectBackward>)","tensor(264.1526, grad_fn=<SelectBackward>)","tensor(265.9296, grad_fn=<SelectBackward>)","tensor(267.3124, grad_fn=<SelectBackward>)","tensor(268.3893, grad_fn=<SelectBackward>)","tensor(269.2288, grad_fn=<SelectBackward>)","tensor(269.8837, grad_fn=<SelectBackward>)","tensor(270.3947, grad_fn=<SelectBackward>)","tensor(270.7937, grad_fn=<SelectBackward>)","tensor(271.1054, grad_fn=<SelectBackward>)","tensor(271.3490, grad_fn=<SelectBackward>)","tensor(271.5394, grad_fn=<SelectBackward>)","tensor(271.6882, grad_fn=<SelectBackward>)","tensor(271.8046, grad_fn=<SelectBackward>)","tensor(271.8956, grad_fn=<SelectBackward>)","tensor(271.9668, grad_fn=<SelectBackward>)","tensor(272.0224, grad_fn=<SelectBackward>)","tensor(272.0660, grad_fn=<SelectBackward>)","tensor(272.1001, grad_fn=<SelectBackward>)"
110,"tensor(344.0327, grad_fn=<SelectBackward>)","tensor(389.4660, grad_fn=<SelectBackward>)","tensor(462.0813, grad_fn=<SelectBackward>)","tensor(503.0475, grad_fn=<SelectBackward>)","tensor(537.7151, grad_fn=<SelectBackward>)","tensor(563.2500, grad_fn=<SelectBackward>)","tensor(583.4570, grad_fn=<SelectBackward>)","tensor(598.9934, grad_fn=<SelectBackward>)","tensor(611.1174, grad_fn=<SelectBackward>)","tensor(620.5115, grad_fn=<SelectBackward>)","tensor(627.8163, grad_fn=<SelectBackward>)","tensor(633.4862, grad_fn=<SelectBackward>)","tensor(637.8920, grad_fn=<SelectBackward>)","tensor(641.3145, grad_fn=<SelectBackward>)","tensor(643.9748, grad_fn=<SelectBackward>)","tensor(646.0429, grad_fn=<SelectBackward>)","tensor(647.6514, grad_fn=<SelectBackward>)","tensor(648.9028, grad_fn=<SelectBackward>)","tensor(649.8770, grad_fn=<SelectBackward>)","tensor(650.6355, grad_fn=<SelectBackward>)","tensor(651.2264, grad_fn=<SelectBackward>)","tensor(651.6868, grad_fn=<SelectBackward>)","tensor(652.0458, grad_fn=<SelectBackward>)","tensor(652.3256, grad_fn=<SelectBackward>)","tensor(652.5440, grad_fn=<SelectBackward>)","tensor(652.7144, grad_fn=<SelectBackward>)","tensor(652.8474, grad_fn=<SelectBackward>)","tensor(652.9511, grad_fn=<SelectBackward>)","tensor(653.0322, grad_fn=<SelectBackward>)","tensor(653.0955, grad_fn=<SelectBackward>)"
111,"tensor(129.1079, grad_fn=<SelectBackward>)","tensor(256.6690, grad_fn=<SelectBackward>)","tensor(313.1631, grad_fn=<SelectBackward>)","tensor(364.1739, grad_fn=<SelectBackward>)","tensor(399.5418, grad_fn=<SelectBackward>)","tensor(427.2665, grad_fn=<SelectBackward>)","tensor(448.1459, grad_fn=<SelectBackward>)","tensor(464.2725, grad_fn=<SelectBackward>)","tensor(476.6516, grad_fn=<SelectBackward>)","tensor(486.2166, grad_fn=<SelectBackward>)","tensor(493.6037, grad_fn=<SelectBackward>)","tensor(499.3222, grad_fn=<SelectBackward>)","tensor(503.7513, grad_fn=<SelectBackward>)","tensor(507.1860, grad_fn=<SelectBackward>)","tensor(509.8513, grad_fn=<SelectBackward>)","tensor(511.9213, grad_fn=<SelectBackward>)","tensor(513.5298, grad_fn=<SelectBackward>)","tensor(514.7808, grad_fn=<SelectBackward>)","tensor(515.7540, grad_fn=<SelectBackward>)","tensor(516.5117, grad_fn=<SelectBackward>)","tensor(517.1018, grad_fn=<SelectBackward>)","tensor(517.5616, grad_fn=<SelectBackward>)","tensor(517.9200, grad_fn=<SelectBackward>)","tensor(518.1995, grad_fn=<SelectBackward>)","tensor(518.4176, grad_fn=<SelectBackward>)","tensor(518.5876, grad_fn=<SelectBackward>)","tensor(518.7205, grad_fn=<SelectBackward>)","tensor(518.8242, grad_fn=<SelectBackward>)","tensor(518.9052, grad_fn=<SelectBackward>)","tensor(518.9684, grad_fn=<SelectBackward>)"
112,"tensor(61.6620, grad_fn=<SelectBackward>)","tensor(99.1325, grad_fn=<SelectBackward>)","tensor(130.7168, grad_fn=<SelectBackward>)","tensor(151.3552, grad_fn=<SelectBackward>)","tensor(167.8521, grad_fn=<SelectBackward>)","tensor(179.7813, grad_fn=<SelectBackward>)","tensor(188.9977, grad_fn=<SelectBackward>)","tensor(195.9428, grad_fn=<SelectBackward>)","tensor(201.2847, grad_fn=<SelectBackward>)","tensor(205.3749, grad_fn=<SelectBackward>)","tensor(208.5285, grad_fn=<SelectBackward>)","tensor(210.9604, grad_fn=<SelectBackward>)","tensor(212.8411, grad_fn=<SelectBackward>)","tensor(214.2972, grad_fn=<SelectBackward>)","tensor(215.4261, grad_fn=<SelectBackward>)","tensor(216.3022, grad_fn=<SelectBackward>)","tensor(216.9829, grad_fn=<SelectBackward>)","tensor(217.5121, grad_fn=<SelectBackward>)","tensor(217.9238, grad_fn=<SelectBackward>)","tensor(218.2443, grad_fn=<SelectBackward>)","tensor(218.4940, grad_fn=<SelectBackward>)","tensor(218.6886, grad_fn=<SelectBackward>)","tensor(218.8403, grad_fn=<SelectBackward>)","tensor(218.9587, grad_fn=<SelectBackward>)","tensor(219.0510, grad_fn=<SelectBackward>)","tensor(219.1231, grad_fn=<SelectBackward>)","tensor(219.1794, grad_fn=<SelectBackward>)","tensor(219.2233, grad_fn=<SelectBackward>)","tensor(219.2577, grad_fn=<SelectBackward>)","tensor(219.2845, grad_fn=<SelectBackward>)"
113,"tensor(71.4166, grad_fn=<SelectBackward>)","tensor(125.7296, grad_fn=<SelectBackward>)","tensor(154.2328, grad_fn=<SelectBackward>)","tensor(179.5725, grad_fn=<SelectBackward>)","tensor(196.9602, grad_fn=<SelectBackward>)","tensor(210.6076, grad_fn=<SelectBackward>)","tensor(220.6823, grad_fn=<SelectBackward>)","tensor(228.4216, grad_fn=<SelectBackward>)","tensor(234.2912, grad_fn=<SelectBackward>)","tensor(238.8021, grad_fn=<SelectBackward>)","tensor(242.2648, grad_fn=<SelectBackward>)","tensor(244.9369, grad_fn=<SelectBackward>)","tensor(247.0012, grad_fn=<SelectBackward>)","tensor(248.6001, grad_fn=<SelectBackward>)","tensor(249.8400, grad_fn=<SelectBackward>)","tensor(250.8029, grad_fn=<SelectBackward>)","tensor(251.5515, grad_fn=<SelectBackward>)","tensor(252.1340, grad_fn=<SelectBackward>)","tensor(252.5877, grad_fn=<SelectBackward>)","tensor(252.9412, grad_fn=<SelectBackward>)","tensor(253.2168, grad_fn=<SelectBackward>)","tensor(253.4318, grad_fn=<SelectBackward>)","tensor(253.5996, grad_fn=<SelectBackward>)","tensor(253.7306, grad_fn=<SelectBackward>)","tensor(253.8329, grad_fn=<SelectBackward>)","tensor(253.9128, grad_fn=<SelectBackward>)","tensor(253.9752, grad_fn=<SelectBackward>)","tensor(254.0240, grad_fn=<SelectBackward>)","tensor(254.0621, grad_fn=<SelectBackward>)","tensor(254.0919, grad_fn=<SelectBackward>)"
114,"tensor(75.3672, grad_fn=<SelectBackward>)","tensor(97.4393, grad_fn=<SelectBackward>)","tensor(110.0370, grad_fn=<SelectBackward>)","tensor(121.7424, grad_fn=<SelectBackward>)","tensor(130.5183, grad_fn=<SelectBackward>)","tensor(137.7200, grad_fn=<SelectBackward>)","tensor(143.3296, grad_fn=<SelectBackward>)","tensor(147.7775, grad_fn=<SelectBackward>)","tensor(151.2495, grad_fn=<SelectBackward>)","tensor(153.9699, grad_fn=<SelectBackward>)","tensor(156.0905, grad_fn=<SelectBackward>)","tensor(157.7449, grad_fn=<SelectBackward>)","tensor(159.0333, grad_fn=<SelectBackward>)","tensor(160.0368, grad_fn=<SelectBackward>)","tensor(160.8183, grad_fn=<SelectBackward>)","tensor(161.4268, grad_fn=<SelectBackward>)","tensor(161.9006, grad_fn=<SelectBackward>)","tensor(162.2698, grad_fn=<SelectBackward>)","tensor(162.5573, grad_fn=<SelectBackward>)","tensor(162.7814, grad_fn=<SelectBackward>)","tensor(162.9561, grad_fn=<SelectBackward>)","tensor(163.0923, grad_fn=<SelectBackward>)","tensor(163.1986, grad_fn=<SelectBackward>)","tensor(163.2814, grad_fn=<SelectBackward>)","tensor(163.3461, grad_fn=<SelectBackward>)","tensor(163.3966, grad_fn=<SelectBackward>)","tensor(163.4360, grad_fn=<SelectBackward>)","tensor(163.4668, grad_fn=<SelectBackward>)","tensor(163.4908, grad_fn=<SelectBackward>)","tensor(163.5096, grad_fn=<SelectBackward>)"
115,"tensor(62.5639, grad_fn=<SelectBackward>)","tensor(78.2503, grad_fn=<SelectBackward>)","tensor(92.0951, grad_fn=<SelectBackward>)","tensor(103.4564, grad_fn=<SelectBackward>)","tensor(112.2976, grad_fn=<SelectBackward>)","tensor(119.3713, grad_fn=<SelectBackward>)","tensor(124.8765, grad_fn=<SelectBackward>)","tensor(129.1955, grad_fn=<SelectBackward>)","tensor(132.5545, grad_fn=<SelectBackward>)","tensor(135.1707, grad_fn=<SelectBackward>)","tensor(137.2033, grad_fn=<SelectBackward>)","tensor(138.7826, grad_fn=<SelectBackward>)","tensor(140.0092, grad_fn=<SelectBackward>)","tensor(140.9619, grad_fn=<SelectBackward>)","tensor(141.7019, grad_fn=<SelectBackward>)","tensor(142.2770, grad_fn=<SelectBackward>)","tensor(142.7239, grad_fn=<SelectBackward>)","tensor(143.0715, grad_fn=<SelectBackward>)","tensor(143.3418, grad_fn=<SelectBackward>)","tensor(143.5522, grad_fn=<SelectBackward>)","tensor(143.7160, grad_fn=<SelectBackward>)","tensor(143.8436, grad_fn=<SelectBackward>)","tensor(143.9430, grad_fn=<SelectBackward>)","tensor(144.0204, grad_fn=<SelectBackward>)","tensor(144.0808, grad_fn=<SelectBackward>)","tensor(144.1279, grad_fn=<SelectBackward>)","tensor(144.1647, grad_fn=<SelectBackward>)","tensor(144.1934, grad_fn=<SelectBackward>)","tensor(144.2158, grad_fn=<SelectBackward>)","tensor(144.2333, grad_fn=<SelectBackward>)"
116,"tensor(81.6857, grad_fn=<SelectBackward>)","tensor(93.7955, grad_fn=<SelectBackward>)","tensor(102.9765, grad_fn=<SelectBackward>)","tensor(111.8133, grad_fn=<SelectBackward>)","tensor(119.5703, grad_fn=<SelectBackward>)","tensor(125.8182, grad_fn=<SelectBackward>)","tensor(130.9231, grad_fn=<SelectBackward>)","tensor(134.9453, grad_fn=<SelectBackward>)","tensor(138.1314, grad_fn=<SelectBackward>)","tensor(140.6228, grad_fn=<SelectBackward>)","tensor(142.5727, grad_fn=<SelectBackward>)","tensor(144.0919, grad_fn=<SelectBackward>)","tensor(145.2754, grad_fn=<SelectBackward>)","tensor(146.1961, grad_fn=<SelectBackward>)","tensor(146.9123, grad_fn=<SelectBackward>)","tensor(147.4692, grad_fn=<SelectBackward>)","tensor(147.9023, grad_fn=<SelectBackward>)","tensor(148.2391, grad_fn=<SelectBackward>)","tensor(148.5012, grad_fn=<SelectBackward>)","tensor(148.7051, grad_fn=<SelectBackward>)","tensor(148.8639, grad_fn=<SelectBackward>)","tensor(148.9875, grad_fn=<SelectBackward>)","tensor(149.0838, grad_fn=<SelectBackward>)","tensor(149.1589, grad_fn=<SelectBackward>)","tensor(149.2174, grad_fn=<SelectBackward>)","tensor(149.2630, grad_fn=<SelectBackward>)","tensor(149.2986, grad_fn=<SelectBackward>)","tensor(149.3263, grad_fn=<SelectBackward>)","tensor(149.3480, grad_fn=<SelectBackward>)","tensor(149.3649, grad_fn=<SelectBackward>)"
117,"tensor(233.3432, grad_fn=<SelectBackward>)","tensor(243.7934, grad_fn=<SelectBackward>)","tensor(266.3038, grad_fn=<SelectBackward>)","tensor(285.2962, grad_fn=<SelectBackward>)","tensor(302.1081, grad_fn=<SelectBackward>)","tensor(315.9817, grad_fn=<SelectBackward>)","tensor(327.1282, grad_fn=<SelectBackward>)","tensor(336.0176, grad_fn=<SelectBackward>)","tensor(343.0084, grad_fn=<SelectBackward>)","tensor(348.4965, grad_fn=<SelectBackward>)","tensor(352.7799, grad_fn=<SelectBackward>)","tensor(356.1203, grad_fn=<SelectBackward>)","tensor(358.7197, grad_fn=<SelectBackward>)","tensor(360.7416, grad_fn=<SelectBackward>)","tensor(362.3134, grad_fn=<SelectBackward>)","tensor(363.5352, grad_fn=<SelectBackward>)","tensor(364.4850, grad_fn=<SelectBackward>)","tensor(365.2234, grad_fn=<SelectBackward>)","tensor(365.7976, grad_fn=<SelectBackward>)","tensor(366.2444, grad_fn=<SelectBackward>)","tensor(366.5920, grad_fn=<SelectBackward>)","tensor(366.8626, grad_fn=<SelectBackward>)","tensor(367.0734, grad_fn=<SelectBackward>)","tensor(367.2376, grad_fn=<SelectBackward>)","tensor(367.3656, grad_fn=<SelectBackward>)","tensor(367.4654, grad_fn=<SelectBackward>)","tensor(367.5432, grad_fn=<SelectBackward>)","tensor(367.6038, grad_fn=<SelectBackward>)","tensor(367.6513, grad_fn=<SelectBackward>)","tensor(367.6882, grad_fn=<SelectBackward>)"
